keyword,id,title,company,location,post_date,work_type,applicant_count,description,data_analyst,bi_analyst,data_engineer,data_scientist,etl_developer,business_information,analyst
"""Data Analyst""",3171116874,Data Analyst,Bumi Amartha Teknologi Mandiri,"Jakarta, Jakarta, Indonesia",2 weeks ago,,102 applicants,"Acquire data from primary or secondary data sources and maintain databases/data systems.
Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems.
Interpret data, analyze results using statistical techniques and provide ongoing reports.
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality.
Work closely with management to prioritize business and information needs.
Minimum Qualifications
BS/MS/PhD in a Business, IT, Mathematics, Science or Engineering discipline.
Have the ability to translate business requirements into non-technical, layman's terms.
Strong SQL skills for data analytics and a good understanding of statistics.
Experience with Visualisation tools such as Tableau, Data Studio.
Experience with one of the following languages: Python, R, Java, C/C++ and Scala.
Familiar with containerisation (Docker) and orchestration tools (Kubernetes).
Good working knowledge of productivity tools such as G Suite, Git, Jira, Confluence.",1,0,0,0,0,1,1
"""Data Analyst""",3179795598,Associate Data Analyst,Pintu,Indonesia,1 month ago,Hybrid,36 applicants,"At PINTU, We are building the #1 crypto investment platform to focus on new investors in Indonesia and Southeast Asia. We know that 99% of new investors are underserved because existing solutions cater to the 1% who are pros and early adopters hence we built an app that helps them to learn, invest and sell cryptocurrencies with one click away.

We’re looking for an Associate Data Analyst to join our Data team, to effectively plan and collaborate with the team on data-driven initiatives to solve complex operational and integrity problems. This role is the subject matter expert for PINTU’s data analytics.

What You’ll Be Doing

You will be handling PINTU’s data analytics effort. Using your technical knowledge and passion for data, you will team up with our data team to help visualize raw data into engaging and understandable information for important business decisions makingIn this role, you will:
Effectively plan and collaborate with the team on data-driven initiatives to solve complex operational and integrity problems
Apply quantitative expertise to extract impactful insights that influence the strategy
Establish short and long-term goals that will advance the organization’s impact through data and analytics
Communicate data-driven results and recommendations clearly to a technical and non-technical audience
Partner with Data Science, Legal, Business, Product, Engineering, and Operations teams to manage multiple complex projects and solve problems at scale

Why You Should Join Us
Exposure to the blockchain-based industry where you are given the freedom to implement your data-pipeline related initiatives
Opportunity to team up with the top engineering team in a supportive environment for your career growth and personal well-being
Opportunity to work from anywhere

Who We Are Looking For
A well-versed data enthusiast who enjoys playing with data using python, R, SQL, and Metabase
A well-versed data enthusiast that has the skills to solve problems with effective communication and a sense of drive.

Let’s Realise a Cryptocurrency Bank for Everyone!

We are building the #1 cryptocurrency bank for everyone to accelerate the transition to an open financial system have impacted many lives but there’s still plenty to do and we can’t do it alone. You can learn more about us

What is PINTU?PINTU is a blockchain-based digital investment app that focuses on new investors. We have created a user-friendly app that helps new investors to learn, buy and invest cryptocurrency one click away.

Our agility and firm hold on our core purpose and values have allowed us to remain resilient and thrive through tumultuous times. Learn more about PINTU here.",1,0,0,0,0,0,1
"""Data Analyst""",3149272387,Data Analyst,LUXEHOUZE,"Jakarta, Jakarta, Indonesia",1 month ago,,179 applicants,"About The Role

We are looking for a data analyst for building complex reports through the segmentation and analysis of large datasets in a complex data environment. You will work in a cross-functional capacity supporting all internal departments, including, but not limited to Marketing, Product, Tech & Operations.

Job Description
Perform analysis using a statistical approach, interpret data, and provide ongoing reports
Handle data discovery, exploration, and insights generation for a business and product improvements
Acquire data from primary or secondary data sources
Identify, analyze, and interpret trends or patterns in complex data sets
Filter and do data cleansing by reviewing computer reports and performance indicators to locate and correct code problems
Work and collaborate with management to prioritize business and information needs
Locate and define new process improvement opportunities
Requirements
Candidates must possess at least a bachelor's degree in System Information, Computer Science, Mathematics, Statistics, or related fields
Have at least 2-3 years of professional working experience in data analyst (working experience in a tech company will be preferred)
Experience on implementing Google Analytics, Amplitude, hubspot, SQL or such tools. Analyze data points and assist in detailed reporting to stakeholders
Microsoft Excel / Google sheet savvy for modeling, forecasting, and data visualization
Outstanding critical, analytical, and logical thinking skills
Ability to exercise independent judgment when dealing with competing priorities.
Ability to work in a team and have excellent presentation skill",1,0,0,0,0,1,1
"""Data Analyst""",3165398969,Data Analyst,Tunaiku,"Jakarta, Jakarta, Indonesia",1 month ago,On-site,34 applicants,"Main Responsibilities
Perform data visualizations to uncover valuable insights, be able to measure and track business performance.
Employing best practices to analyze large amounts of data while maintaining intense attention to detail.
Conduct research (e.g: A/B Testing) and make recommendations that impact strategic business directions.
Work closely with other divisions to solve business problems and Generate meaningful business reports for them.
Requirement
Preferably Bachelor's Degree in mathematics, computer science, statistics, engineering, and related major
Good communication and presentation skills (Data Storytelling)
Experienced in Fraud project
Passion for learning new things
Problem-solving aptitude
Proficient in programming languages such as Python, R, SQL, and Data Studio.
Keen eyes for detail
Bonus Point If
Experience in using Google BigQuery and Looker",1,0,0,0,0,0,1
"""Data Analyst""",3190460397,Data Analyst,Thinkmatch,"Jakarta, Jakarta, Indonesia",4 days ago,On-site,55 applicants,"Urgently Needed Bachelor's or Master's degree in Statistics or Applied Mathematics or equivalent experience 2+ years of relevant work experience Experience using SQL, and either Python or R. Experience in statistical modelling and machine learning techniques Experience with trends/forecasting analysis, cohort analysis, descriptive statistics (incl. EDA), and presenting/delivering them in business (non-technical) perspective. Knowledge of Machine Learning techniques such as Decision Trees, Clustering, Regression, etc. Good presentation and communication skills, with the ability to explain complex analytical concepts to people from other fields Problem solver and able to work under minimum supervision Thrives in a constantly evolving environment and introduces fresh opinions Has the curiosity to dig deep into data to get to the root of, and seek business problems Placement in Jakarta and/or Client sites",1,0,0,0,0,0,1
"""Data Analyst""",3134440074,Data Analyst,Paper.id,"Jakarta, Jakarta, Indonesia",1 month ago,On-site,200 applicants,"Minimum Qualifications and Experience : Bachelor’s Degree in Computer Science, Engineering, Statistics, Mathematics, Information Management or equivalent Strong analytical and planning skills Have basic knowledge of SQL, and preferably experience business intelligence tools (Excel, R, Python, etc) and data visualization tools (Tableau, etc) Technical expertise regarding ETL data Job Description: Investigate anomalies in our data and operations Identify, analyze, and interpret trends or patterns in complex data sets Filter and “clean” data by reviewing computer reports and performance indicators to locate and correct code problems Doing data selection & preparation and data analysis using different data mining method such as clustering, classification, regression, association rules, etc Interpret data, analyze results using statistical techniques and provide ongoing reports Importing, cleaning, transforming, validating or modeling data with the purpose of understanding or making conclusions from the data for decision making purpose",1,0,0,0,0,0,1
"""Data Analyst""",3164066743,Data Analyst,PT. Investa Hipa Teknologi (HiPajak),"Jakarta, Jakarta, Indonesia",2 weeks ago,On-site,Over 200 applicants,"Data Analyst Associate

Job Description

Publishing daily, weekly and monthly reports to display the progress of projects and general performance
Collaborate with different teams to provide better understanding of their performance and insights for future initiatives
Generate new ideas on how to improve processes for our team, or our stakeholders
Design and present data deliverables
Understand data source; Design data warehouse and Extraction, Transformation, and Loading (ETL) pipelines
Tailor contextual analytics for different uses and projects

Requirements

Bachelor's degree or above in Computer Science, Business Analytics, Mathematics, Statistics, or related disciplines
Good understanding of SQL
Proficient in Excel skills and knowledge, such as pivot tables, Vlookup, etc.
Hands-on experience with MoEngage and Google Analytics 4 will be an advantage
Demonstrate strong analytical and logical thinking skills
Good communication, multitasking skills, and demonstrating an eye for details
Self-learner with a strong sense of ownership
Fresh Graduates are welcomed to apply",1,0,0,0,0,0,1
"""Data Analyst""",3136660461,Data Analyst,Aruna,"Jakarta, Jakarta, Indonesia",1 month ago,,67 applicants,"Job Description: Develop a deep understanding of ecosystems growth and user behavior with data to find opportunities that can influence product development and strategy, with details : Build data reports / dashboards to monitor developed products. Plan iteration based on monitored data. Develop ad-hoc queries to support operational process. Increase co-workers data literacy by training on new reports/dashboards, being a strategic partners, and providing technical expertise on data storage structures and data cleansing. Manage and design the reporting and analysis environment, including data sources, data warehouse, interface, and contents.

Job Requirements: Bachelor's degree in Engineering, Mathematics, Statistics, Operation Research, or other related disciplines Have at least 2 years of experience in data related fields. Proficients in SQL, spreadsheets, and statistical software package. Excellent in Statistics/Math. Familiar with ETL (Extract, Transform, Load) process. Familiar with Bigquery, Redash or Data Studio. Good Understanding of product life cycle and development cycle. Great data manipulation skills. Able to communicate and ask questions effectively. Detail oriented, analytical and curios. Ability to work independently and with others. Problem Solving and Critical Thinking",1,0,0,0,0,0,1
"""Data Analyst""",3170065397,Data Analyst,Celerates (PT Mitra Talenta Group),"Jakarta, Jakarta, Indonesia",1 month ago,On-site,15 applicants,"Data Analyst Requirement As Below
Bachelor's degree in computer science or related field
Experience 1-3 years
Proficiency in SQL, Statistic data analyst
Good problem-solving skills
Excellent verbal communication skills",1,0,0,0,0,0,1
"""Data Analyst""",3107457998,Data Analyst,Migo,"Jakarta, Jakarta, Indonesia",1 week ago,On-site,Over 200 applicants,"Migo levels the digital playing field for 3 billion under-innovated consumers – bringing the best bits of the internet to the corner store, across the emerging world.

After bringing reading into the digital era, Kindle tech inventor Barrett Comiskey built Migo’s disruptive unique ecosystem solution to provide affordable access to digital products and services. Backed by Temasek, YouTube’s Co-Founding CTO, blue chip VCs, and key industry insiders, Migo delivers data up to 100 times cheaper than existing networks, and that cost advantage is growing.

Migo launched in Indonesia in 2020. Migo’s initial product is sachet passes providing customers access to entertainment and education at convenient neighborhood clouds (aka Migo Download Stations/MDS). Migo today has more than 1,000 locations covering over 20 million Indonesians.

In September 2021, MNC Vision Networks (MVN), a subsidiary of leading media conglomerate MNC Group, invested $40 million for a minority stake in Migo Indonesia, accelerating Migo Indonesia’s rollout to reach 100 million Indonesians across Java by end of 2022.

Prior to the investment, Migo Indonesia became the core distributor of Vision+ (MVN’s OTT) content, by launching Vision+ on Migo to deliver a tailored experience to offline consumers.

In addition to its cornerstone partnership with Vision+, Migo Indonesia also carries entertainment content from a range of top local and international producers, and education content from the best Indonesian EdTech players, as well from the Ministry of Education, Culture, Research and Technology.

Job Summary

Migo is looking for Data Analyst who’s eager to tackle various problems, generate for business insights to join the team! You will be working with other passionate data analysts in providing direction for the team to generate business insights that are impactful and useful for all functions across the organization by ensuring integrity, accuracy, and delivery of data dashboards.

Responsibilities
Build dashboards, self-service tools, and reports to analyze and present data associated with business operations and Marketing performance to support key business stakeholders to make data-driven decisions in the organization.
Consulting and problem-solving mindset: Ability to work with ambiguity and uncertainty, digest business problems, propose and implement analytical solutions to derive value and outcomes.
Support and manage data requests from business stakeholders – can understand business change needs and assess the impact of those changes.
Closely partner with data team to prioritized and develop an upstream data model and pipelines design, drive aggregate definitions and develop own solutions as needed.
Maintaining data systems and databases.

Qualifications
1-3 years of industry experience in data analytics area & degree in quantitative fields preferred
Experience in working with multiple business stakeholders and acting as key data partner in teams with at least one of the following industries: media (SVOD, OTT are preferred), e-commerce, payment, FMCG/Retail, etc.
Skillful in collecting, organizing, analyzing disseminate a significant amount of information with attention to detail and accuracy.
At least 2 years of experience in SQL programming as a basic tool to handle data.
Experience in data visual analysis using any data visualization software (Tableau, Power BI, ClickView, Data Studio), preferable Tableau.
Good command of Excel (vlookup, pivot tables, conditional formatting, importing CSV files, creating charts)
Possess strong ownership, willing to take initiative, and resourceful in terms of solving problems.
Good data analysis, management, and visualization skills. Able to identify trends, solutions and inform decisions.
A real passion for innovation and a willingness to constantly challenge the status quo

Why join us?

Simple: We bring joy and transformation not only to Emerging Markets but to you, too.

Being an Imagineer means breaking boundaries by imagining, designing, building, and developing innovation to transform lives. Here in Migo, we aren’t just employees. We are Leaders, Caring, Relentless, Innovators, Always Improving, and we carry this in every action as we work together as one team towards one goal.

We change the world. Our passion for solving problems fuels us to continue challenging social norms and rebalancing accessibility for everyone. We dream big yet execute simply.

We don’t fear failure. Rather, we take those as an opportunity to improve. We move as one borderless team and build ideas together. Your inputs are valued because all of us are innovators: we believe that our endless curiosity while learning from each other builds the next best thing.

We unlock your full potential by being surrounded by a vast diversity of cultures and perspectives. You will be mentored by experts and fellow leaders through knowledge sharing and through fast and straightforward feedback. You will be empowered to grow as an individual and a professional to a whole new level – because as much as you got us, we got you too.

We are Imagineers and together let’s transform the world and you.

Follow us on:

HP: www.migo.io

FB (Product News):https://www.facebook.com/MigoIndo/

FB (Careers): https://www.facebook.com/MigoCareers/

IG:https://www.instagram.com/migoindonesia/

Linkedin:https://www.linkedin.com/company/migo",1,0,0,0,0,0,1
"""Data Analyst""",3159285603,Data Analyst,PT Code Development Indonesia,"Jakarta, Jakarta, Indonesia",3 weeks ago,,64 applicants,"Requirements : Have working experience as Data Analyst, Business Intelligence, or other related fields in analytical roles will be an advantage. Enjoy working with data and numbers. Strong structured problem-solving skills and business acumen. Highly proficient in data manipulation tools (Microsoft Excel, Google Spreadsheet, Pandas Python). Proficient with SQL (especially Bigquery and PostgreSQL dialect). Passionate about the e-commerce and startup industry. Comfortable in translating business problems into actionable steps. Experience in Insurance/Financial/Digital Business is a plus

Responsibilities : Collect, manipulate, analyze, and interpret data into actionable insights. Collaborate with Data Engineers, Data Science, and other stakeholders to support impactful business decisions. Provide stakeholders with data to support data-driven decision-making processes. Regularly re-map as well as review query & insight dashboard, take initiative to address issues & challenges, and follow up to ensure resolution. Ensure the availability of high quality data and insights across the company.",1,0,0,0,0,0,1
"""Data Analyst""",3145699394,Data Analyst,Migo,"Jakarta, Jakarta, Indonesia",1 week ago,On-site,Over 200 applicants,"Migo levels the digital playing field for 3 billion under-innovated consumers – bringing the best bits of the internet to the corner store, across the emerging world.

After bringing reading into the digital era, Kindle tech inventor Barrett Comiskey built Migo’s disruptive unique ecosystem solution to provide affordable access to digital products and services. Backed by Temasek, YouTube’s Co-Founding CTO, blue chip VCs, and key industry insiders, Migo delivers data up to 100 times cheaper than existing networks, and that cost advantage is growing.

Migo launched in Indonesia in 2020. Migo’s initial product is sachet passes providing customers access to entertainment and education at convenient neighborhood clouds (aka Migo Download Stations/MDS). Migo today has more than 1,000 locations covering over 20 million Indonesians.

In September 2021, MNC Vision Networks (MVN), a subsidiary of leading media conglomerate MNC Group, invested $40 million for a minority stake in Migo Indonesia, accelerating Migo Indonesia’s rollout to reach 100 million Indonesians across Java by end of 2022.

Prior to the investment, Migo Indonesia became the core distributor of Vision+ (MVN’s OTT) content, by launching Vision+ on Migo to deliver a tailored experience to offline consumers.

In addition to its cornerstone partnership with Vision+, Migo Indonesia also carries entertainment content from a range of top local and international producers, and education content from the best Indonesian EdTech players, as well from the Ministry of Education, Culture, Research and Technology.

Job Summary

Migo is looking for Data Analyst who’s eager to tackle various problems, generate for business insights to join the team! You will be working with other passionate data analysts in providing direction for the team to generate business insights that are impactful and useful for all functions across the organization by ensuring integrity, accuracy, and delivery of data dashboards.

Responsibilities
Build dashboards, self-service tools, and reports to analyze and present data associated with business operations and Marketing performance to support key business stakeholders to make data-driven decisions in the organization.
Consulting and problem-solving mindset: Ability to work with ambiguity and uncertainty, digest business problems, propose and implement analytical solutions to derive value and outcomes.
Support and manage data requests from business stakeholders – can understand business change needs and assess the impact of those changes.
Closely partner with data team to prioritized and develop an upstream data model and pipelines design, drive aggregate definitions and develop own solutions as needed.
Maintaining data systems and databases.

Qualifications
1-3 years of industry experience in data analytics area & degree in quantitative fields preferred
Experience in working with multiple business stakeholders and acting as key data partner in teams with at least one of the following industries: media (SVOD, OTT are preferred), e-commerce, payment, FMCG/Retail, etc.
Skillful in collecting, organizing, analyzing disseminate a significant amount of information with attention to detail and accuracy.
At least 2 years of experience in SQL programming as a basic tool to handle data.
Experience in data visual analysis using any data visualization software (Tableau, Power BI, ClickView, Data Studio), preferable Tableau.
Good command of Excel (vlookup, pivot tables, conditional formatting, importing CSV files, creating charts)
Possess strong ownership, willing to take initiative, and resourceful in terms of solving problems.
Good data analysis, management, and visualization skills. Able to identify trends, solutions and inform decisions.
A real passion for innovation and a willingness to constantly challenge the status quo

Why join us?

Simple: We bring joy and transformation not only to Emerging Markets but to you, too.

Being an Imagineer means breaking boundaries by imagining, designing, building, and developing innovation to transform lives. Here in Migo, we aren’t just employees. We are Leaders, Caring, Relentless, Innovators, Always Improving, and we carry this in every action as we work together as one team towards one goal.

We change the world. Our passion for solving problems fuels us to continue challenging social norms and rebalancing accessibility for everyone. We dream big yet execute simply.

We don’t fear failure. Rather, we take those as an opportunity to improve. We move as one borderless team and build ideas together. Your inputs are valued because all of us are innovators: we believe that our endless curiosity while learning from each other builds the next best thing.

We unlock your full potential by being surrounded by a vast diversity of cultures and perspectives. You will be mentored by experts and fellow leaders through knowledge sharing and through fast and straightforward feedback. You will be empowered to grow as an individual and a professional to a whole new level – because as much as you got us, we got you too.

We are Imagineers and together let’s transform the world and you.

Follow us on:

HP: www.migo.io

FB (Product News):https://www.facebook.com/MigoIndo/

FB (Careers): https://www.facebook.com/MigoCareers/

IG:https://www.instagram.com/migoindonesia/

Linkedin:https://www.linkedin.com/company/migo",1,0,0,0,0,0,1
"""Data Analyst""",3184460020,Data Analyst,PT. Equityworld Futures,"Surabaya, East Java, Indonesia",3 days ago,On-site,23 applicants,"Hey job seekers, our company is opening job vacancies for data analyst positions, let's register yourself immediately

Job description :
1. Actively generate and engage with clients to help company increase the number of new investor
2. Offer compelling solution for clients needs
3. Plan the strategic approach to clients
4. Maintaining and developing relationship between client and consultant

Responsibilities :
1. Understanding the company profile, product, and business position in the market
2. Performing analysis on global conditions, especially in economic sector
3. Identify development in commodity market
4. Acquire new client for needs of being investor, analyze clients needs, and maintain relationship

Requirements :
1. High school graduate/Diploma 3/Bechelor degree in any major
2. Fresh graduate are welcome to apply
3. Having working experience in the financial industry much appreciated
4. Strong communication and collaboration skills
5. Good team player
6. Have good analytical thinking and negotiation skills
7. Able to work under pressure and fast paced environment
8. Understand microsoft office functions
9. Pay attention to detail and thoroughness",1,0,0,0,0,0,1
